Customer ID,Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Avg Monthly Long Distance Charges,Contract,Monthly Charge
3258-SANFR,Male,69,No,0,0,6,Offer E,19.74,Month-to-Month,44.7
3258-SYSWS,Male,75,No,0,0,72,None,24.67,Two Year,113.8
3258-ZKPAI,Male,26,Yes,1,7,72,None,21.29,Two Year,116.6
3259-FDWOY,Male,60,Yes,0,3,71,Offer A,47.34,Two Year,106.0
3259-KNMRR,Male,72,No,0,0,57,Offer B,9.1,Two Year,79.75
3259-QMXUN,Male,38,Yes,0,3,58,Offer B,22.14,Two Year,86.1
3261-CQXOL,Female,33,Yes,2,0,71,Offer A,4.15,Two Year,25.45
3262-EIDHV,Female,46,Yes,1,1,72,Offer A,24.9,Two Year,84.7
3266-FTKHB,Male,35,No,0,0,17,None,27.66,Two Year,19.15
3269-ATYWD,Male,79,No,0,0,39,Offer C,41.93,Month-to-Month,95.65
3272-VUHPV,Female,24,Yes,1,10,8,None,31.86,Month-to-Month,56.3
3274-NSDWE,Female,37,No,0,0,68,None,32.99,Two Year,19.6
3276-HDUEG,Female,23,No,0,0,1,Offer E,32.86,Month-to-Month,75.05
3278-FSIXX,Female,34,No,0,0,2,Offer E,39.5,Month-to-Month,45.25
3279-DYZQM,Male,21,Yes,3,6,71,None,11.3,Two Year,19.45
3280-MRDOF,Male,69,No,0,0,30,None,19.92,Two Year,69.1
3280-NMUVX,Male,53,Yes,0,7,34,None,26.03,One Year,19.6
3282-ZISZV,Male,56,No,0,0,32,None,37.48,One Year,83.7
3283-WCWXT,Male,58,Yes,3,8,6,Offer E,31.73,Two Year,25.4
3284-SVCRO,Female,35,Yes,0,6,45,Offer B,42.32,Two Year,25.5
3292-PBZEJ,Male,75,No,0,0,11,None,2.63,Two Year,111.4
3295-YVUSR,Male,73,No,0,0,2,None,15.19,Month-to-Month,72.6
3296-SILRA,Female,76,Yes,0,6,1,None,41.16,Month-to-Month,76.4
3301-LSLWQ,Female,32,No,0,0,29,None,17.87,Month-to-Month,66.1
3301-VKTGC,Male,27,Yes,1,1,68,None,29.67,One Year,85.5
3308-DGHKL,Male,54,No,0,0,69,None,17.74,Two Year,19.3
3308-MHOOC,Male,37,No,3,0,1,None,17.89,Month-to-Month,19.2
3312-UUMZW,Male,33,Yes,0,3,32,None,47.89,Month-to-Month,98.85
3312-ZWLGF,Male,69,Yes,0,0,29,None,10.55,Month-to-Month,79.3
3313-QKNKB,Male,24,Yes,0,0,59,Offer B,6.91,One Year,85.55
3315-TOTBP,Male,29,No,0,0,15,Offer D,44.86,Month-to-Month,76.0
3316-UWXUY,Male,64,No,0,0,50,Offer B,40.83,Month-to-Month,93.5
3317-VLGQT,Female,50,Yes,0,7,14,None,4.45,Month-to-Month,78.1
3318-ISQFQ,Female,23,No,0,0,20,Offer D,10.97,Month-to-Month,19.5
3318-NMQXL,Male,58,No,0,0,3,Offer E,15.6,Month-to-Month,92.0
3318-OSATS,Male,70,No,0,0,35,Offer C,35.1,Month-to-Month,95.45
3319-DWOEP,Male,69,Yes,0,0,6,Offer E,47.9,Month-to-Month,95.75
3320-VEOYC,Male,65,No,0,0,14,None,37.62,Month-to-Month,95.6
3323-CPBWR,Male,61,No,0,0,23,Offer D,8.5,Month-to-Month,96.9
3324-OIRTO,Male,23,Yes,3,1,71,Offer A,14.14,One Year,104.65
3325-FUYCG,Male,58,Yes,0,1,28,Offer C,9.62,One Year,106.1
3327-YBAKM,Female,31,Yes,0,10,64,None,19.22,One Year,96.9
3331-HQDTW,Female,23,No,0,0,34,None,7.99,Month-to-Month,109.8
3334-CTHOL,Female,51,No,0,0,1,None,43.49,Month-to-Month,49.95
3336-JORSO,Female,70,No,0,0,33,Offer C,17.24,Month-to-Month,110.45
3338-CVVEH,Male,38,No,0,0,12,Offer D,13.88,Month-to-Month,94.55
3339-EAQNV,Male,75,Yes,0,7,72,None,11.23,One Year,97.25
3340-QBBFM,Male,65,Yes,0,9,36,Offer C,47.16,One Year,54.1
3345-JHUEO,Male,29,No,0,0,4,None,46.53,Month-to-Month,20.2
3345-PBBFH,Male,24,Yes,0,6,8,Offer E,2.38,Month-to-Month,49.55
3347-YJZZE,Male,60,Yes,2,6,29,None,6.73,Month-to-Month,80.1
3348-CFRNX,Female,47,Yes,0,1,28,None,37.66,Month-to-Month,92.35
3349-ANQNH,Female,70,No,0,0,59,None,24.27,One Year,99.5
3351-NGXYI,Female,70,No,0,0,16,Offer D,9.72,One Year,54.1
3351-NQLDI,Female,41,Yes,0,1,67,Offer A,30.94,One Year,94.35
3352-ALMCK,Male,42,No,0,0,40,None,32.78,Month-to-Month,102.65
3352-RICWQ,Female,45,Yes,2,6,9,Offer E,16.13,Two Year,19.75
3354-OADJP,Female,37,No,0,0,8,None,42.78,One Year,54.25
3359-DSRKA,Female,48,Yes,3,9,58,Offer B,11.81,Two Year,19.85
3363-DTIVD,Male,55,Yes,3,3,71,Offer A,25.02,Two Year,105.55
3363-EWLGO,Female,33,No,0,0,5,None,34.8,Month-to-Month,19.95
3365-SAIGS,Female,60,No,0,0,17,None,22.61,Month-to-Month,83.55
3370-GQEAL,Male,63,Yes,2,9,30,None,21.72,Month-to-Month,85.45
3370-HXOPH,Female,50,No,0,0,3,None,14.35,Month-to-Month,76.1
3372-CDXFJ,Male,31,Yes,2,8,13,None,48.7,One Year,24.5
3372-KWFBM,Male,76,No,0,0,16,None,19.18,Month-to-Month,86.6
3373-DIUUN,Male,58,Yes,3,6,30,None,40.0,Two Year,21.25
3373-YZZYM,Male,57,Yes,3,10,1,None,32.78,Month-to-Month,19.2
3374-LXDEV,Female,42,No,0,0,13,Offer D,8.59,Month-to-Month,89.4
3374-PZLXD,Male,31,No,0,0,34,Offer C,36.52,Month-to-Month,19.7
3374-TTZTK,Male,26,Yes,0,4,52,None,49.82,Two Year,106.3
3376-BMGFE,Female,42,No,1,0,4,Offer E,33.5,Month-to-Month,70.9
3378-AJRAO,Male,44,Yes,0,7,44,None,32.22,One Year,24.85
3384-CTMSF,Male,61,Yes,0,2,47,Offer B,48.69,Month-to-Month,104.1
3387-PLKUI,Female,27,Yes,1,6,13,Offer D,16.74,Month-to-Month,18.8
3387-VATUS,Male,44,No,0,0,5,Offer E,40.15,Month-to-Month,94.85
3389-KTRXV,Female,61,Yes,3,0,23,None,7.11,Two Year,23.85
3389-YGYAI,Female,79,No,0,0,8,None,45.16,Month-to-Month,105.5
3391-JSQEW,Male,32,Yes,0,7,40,None,24.3,Month-to-Month,50.15
3392-EHMNK,Female,53,Yes,3,1,67,Offer A,11.4,Two Year,94.1
3393-FMZPV,Female,59,No,0,0,25,None,36.24,Month-to-Month,100.25
3396-DKDEL,Female,45,Yes,3,3,70,Offer A,11.36,Two Year,115.15
3397-AVTKU,Male,64,No,0,0,43,None,21.64,Two Year,60.0
3398-FSHON,Female,79,No,0,0,12,None,34.01,Month-to-Month,91.3
3398-GCPMU,Female,74,Yes,0,4,72,Offer A,5.77,Two Year,89.55
3398-ZOUAA,Male,76,Yes,0,1,21,Offer D,19.74,Month-to-Month,69.1
3399-BMLVW,Male,40,Yes,0,5,51,Offer B,9.53,Two Year,60.5
3400-ESFUW,Male,28,Yes,0,1,55,Offer B,8.8,Two Year,57.55
3401-URHDA,Male,59,No,0,0,51,None,9.85,One Year,59.9
3402-XRIUO,Female,73,Yes,0,5,22,Offer D,17.22,Two Year,63.55
3404-JNXAX,Female,40,Yes,2,9,51,Offer B,29.56,Month-to-Month,80.75
3407-JMJQQ,Female,22,Yes,1,2,71,None,1.84,Two Year,109.0
3407-QGWLG,Male,23,No,1,0,3,None,37.85,Month-to-Month,20.05
3410-MHHUM,Female,40,Yes,2,4,44,Offer B,24.71,One Year,94.4
3410-YOQBQ,Female,61,No,0,0,31,None,25.57,Two Year,79.2
3411-WLRSQ,Female,80,Yes,0,3,3,Offer E,39.51,Month-to-Month,74.6
3413-BMNZE,Male,71,No,0,0,1,Offer E,11.89,One Year,45.25
3413-CSSTH,Male,40,No,0,0,41,None,6.6,Month-to-Month,55.7
3413-DHLPB,Male,57,Yes,1,1,60,Offer B,2.83,Month-to-Month,103.75
3415-TAILE,Female,21,Yes,2,1,2,None,27.27,Month-to-Month,65.7
3419-SNJJD,Female,78,Yes,0,3,65,Offer B,18.39,Month-to-Month,105.25
3420-YJLQT,Female,45,No,0,0,2,Offer E,25.56,Month-to-Month,79.55
3420-ZDBMA,Male,78,No,0,0,5,Offer E,17.13,Two Year,71.45
3422-GALYP,Male,20,No,0,0,2,Offer E,28.61,Month-to-Month,79.45
3422-LYEPQ,Male,57,Yes,0,1,1,Offer E,18.84,Month-to-Month,71.0
3422-WJOYD,Male,27,Yes,0,1,28,None,33.63,One Year,54.35
3423-HHXAO,Female,58,Yes,1,2,14,None,41.05,One Year,19.5
3424-NMNBO,Male,78,Yes,0,1,58,None,49.38,One Year,108.85
3426-NIYYL,Male,47,No,0,0,15,Offer D,3.15,Month-to-Month,51.55
3427-GGZZI,Female,30,Yes,0,1,19,None,45.37,Month-to-Month,89.1
3428-MMGUB,Male,34,No,0,0,60,None,7.1,Two Year,89.55
3428-XZMAZ,Male,64,No,0,0,1,None,45.86,Month-to-Month,69.35
3429-IFLEM,Female,48,No,0,0,71,Offer A,18.2,Two Year,77.35
3440-JPSCL,Female,26,No,0,0,6,None,5.16,Month-to-Month,99.95
3442-ZHHCC,Male,60,No,0,0,68,Offer A,1.27,One Year,76.9
3446-QDSZF,Female,57,No,0,0,4,Offer E,38.96,Month-to-Month,55.5
3450-WXOAT,Male,36,No,0,0,46,Offer B,24.13,Month-to-Month,45.2
3451-VAWLI,Female,62,Yes,2,5,35,None,15.41,Two Year,19.7
3452-ABWRL,Male,70,No,0,0,47,None,44.08,One Year,86.05
3452-FLHYD,Male,47,Yes,0,3,25,None,25.08,One Year,20.95
3452-GWUIN,Female,78,Yes,0,10,19,None,19.57,Two Year,94.95
3452-SRFEG,Male,39,No,0,0,49,Offer B,23.82,Month-to-Month,74.6
3453-RTHJQ,Male,59,No,0,0,6,Offer E,18.65,Month-to-Month,69.1
3454-JFUBC,Male,66,No,0,0,68,Offer A,10.48,Two Year,20.0
3457-PQBYH,Female,35,Yes,1,6,58,None,17.21,Two Year,20.3
3458-IDMFK,Male,29,No,0,0,25,Offer C,29.38,Two Year,20.75
3460-TJBWI,Male,58,Yes,3,1,24,None,7.37,Two Year,24.2
3462-BJQQA,Female,23,No,0,0,6,None,34.42,Month-to-Month,89.75
3466-BYAVD,Male,50,Yes,1,1,15,None,8.44,Month-to-Month,69.5
3466-RITXD,Male,34,No,0,0,26,None,37.59,Month-to-Month,92.4
3466-WAESX,Male,46,No,2,0,16,Offer D,13.99,Month-to-Month,69.1
3468-DRVQJ,Female,42,Yes,1,5,10,None,26.37,One Year,70.3
3470-BTGQO,Male,60,No,2,0,21,Offer D,19.57,Month-to-Month,45.65
3470-OBUET,Female,49,Yes,2,5,67,None,43.01,Two Year,74.0
3472-QPRCH,Male,43,Yes,1,9,40,None,27.95,Two Year,25.25
3473-XIIIT,Female,61,Yes,0,1,16,None,37.83,Month-to-Month,100.0
3481-JHUZH,Male,36,Yes,0,10,41,Offer B,39.39,Month-to-Month,80.25
3482-ABPKK,Female,19,No,0,0,28,Offer C,28.42,One Year,54.3
3486-HOOGQ,Female,44,Yes,1,3,70,Offer A,8.36,Two Year,79.7
3486-KHMLI,Male,53,No,1,0,21,Offer D,31.26,Month-to-Month,24.7
3486-NPGST,Female,47,No,0,0,36,None,41.33,One Year,19.55
3487-EARAT,Female,46,Yes,0,7,70,None,19.1,One Year,74.1
3488-PGMQJ,Male,66,No,0,0,8,None,1.78,Month-to-Month,74.5
3489-HHPFY,Female,40,Yes,0,9,2,None,22.23,Month-to-Month,84.05
3489-VSFRD,Female,32,No,0,0,56,Offer B,30.86,One Year,60.25
3494-JCHRQ,Male,38,No,0,0,1,None,27.89,Month-to-Month,70.05
3496-LFSZU,Male,40,Yes,0,2,4,None,28.47,Month-to-Month,70.5
3498-LZGQZ,Male,59,Yes,3,2,63,None,30.1,Two Year,19.15
3500-NSDOA,Male,35,Yes,0,1,68,None,11.12,Two Year,70.8
3500-RMZLT,Female,76,No,0,0,15,None,19.11,Month-to-Month,96.3
3503-TYDAY,Female,41,Yes,0,7,43,Offer B,41.83,Month-to-Month,80.45
3506-LCJDC,Male,52,Yes,3,1,1,None,8.03,Month-to-Month,19.95
3506-OVLKD,Male,40,No,0,0,35,None,49.13,One Year,26.2
3507-GASNP,Male,49,No,2,0,60,Offer B,16.59,Two Year,19.95
3508-CFVZL,Female,55,No,0,0,71,Offer A,49.52,Two Year,111.3
3508-VLHCZ,Female,43,Yes,3,10,71,Offer A,41.71,Two Year,90.55
3509-GWQGF,Male,74,No,0,0,24,Offer C,31.73,One Year,70.0
3511-APPBJ,Male,21,No,0,0,23,None,41.94,One Year,99.95
3512-IZIKN,Female,57,Yes,0,1,70,Offer A,42.67,Two Year,65.3
3518-FSTWG,Male,67,Yes,0,1,72,None,17.71,Two Year,109.55
3518-PZXZQ,Female,27,Yes,0,8,1,None,36.69,Month-to-Month,55.3
3519-ZKXGG,Female,61,Yes,0,1,3,Offer E,44.34,Month-to-Month,75.85
3520-FJGCV,Male,47,Yes,1,2,72,None,17.3,Two Year,112.6
3521-HTQTV,Male,54,No,0,0,34,None,20.47,Two Year,26.1
3521-MNKLV,Male,25,No,0,0,24,None,38.68,Month-to-Month,49.7
3521-SYVOR,Female,26,No,0,0,37,Offer C,3.27,Month-to-Month,64.75
3522-CDKHF,Female,21,Yes,0,6,32,Offer C,19.3,Month-to-Month,75.5
3523-BRGUW,Male,65,No,0,0,26,Offer C,29.88,One Year,19.3
3523-QRQLL,Female,22,Yes,0,1,22,None,35.04,One Year,69.5
3524-WQDSG,Female,29,Yes,2,8,43,None,5.25,Month-to-Month,99.3
3525-DVKFN,Female,58,No,0,0,17,Offer D,30.07,Two Year,19.4
3530-CRZSB,Female,55,No,0,0,7,None,15.54,Month-to-Month,20.65
3530-VWVGU,Female,27,Yes,2,2,22,Offer D,49.51,Month-to-Month,19.9
3533-UVMOM,Male,56,Yes,0,4,68,None,11.94,Two Year,70.95
3536-IQCTX,Male,76,Yes,0,1,32,None,49.6,Month-to-Month,85.3
3537-HPKQT,Female,20,Yes,0,3,55,None,23.45,Month-to-Month,77.75
3537-RYBHH,Female,78,Yes,0,1,47,None,46.77,Two Year,67.45
3540-RZJYU,Female,21,No,0,0,15,None,20.03,Month-to-Month,86.2
3541-ZNUHK,Female,51,Yes,2,5,55,None,20.1,Month-to-Month,85.1
3544-FBCAS,Female,36,Yes,1,4,72,None,12.84,Two Year,83.6
3545-CNWRG,Female,52,Yes,3,7,49,Offer B,27.38,Month-to-Month,98.35
3546-GHEAE,Male,29,No,0,0,7,None,9.43,Two Year,19.45
3547-LQRIK,Female,20,Yes,0,7,47,None,11.68,One Year,26.9
3549-ZTMNH,Male,56,Yes,1,0,12,None,26.17,Two Year,24.0
3550-SAHFP,Female,51,No,0,0,33,None,20.29,Month-to-Month,83.35
3551-HUAZH,Male,68,No,0,0,1,Offer E,11.08,Month-to-Month,74.4
3552-CTCYF,Male,42,Yes,3,4,63,Offer B,40.73,Two Year,104.8
3556-BVQGL,Female,21,Yes,0,2,20,Offer D,19.15,One Year,20.0
3557-HTYWR,Female,56,No,0,0,47,None,45.67,Two Year,74.05
3563-SVYLG,Male,38,Yes,1,4,68,Offer A,36.51,Two Year,62.65
3565-UNOCC,Female,65,Yes,0,1,29,None,22.33,Month-to-Month,99.05
3566-HJGPK,Male,50,No,0,0,1,Offer E,16.34,Month-to-Month,45.55
3566-VVORZ,Female,39,Yes,0,0,12,None,30.79,Month-to-Month,45.9
3567-PQTSO,Male,40,Yes,1,7,53,Offer B,3.78,One Year,105.25
3569-EDBPQ,Female,44,No,0,0,24,None,25.81,Month-to-Month,84.35
3569-JFODW,Female,20,Yes,1,2,72,None,45.66,Two Year,90.95
3569-VLDHH,Male,59,Yes,3,0,66,Offer A,29.5,One Year,75.1
3570-YUEKJ,Female,40,No,0,0,42,None,8.71,Month-to-Month,49.55
3571-DPYUH,Male,30,Yes,3,1,58,Offer B,43.75,One Year,94.7
3571-RFHAR,Male,60,No,0,0,65,Offer B,9.36,Month-to-Month,109.15
3572-UOLYZ,Female,28,No,2,0,46,None,4.08,Month-to-Month,84.8
3572-UUHRS,Male,47,No,0,0,45,None,40.59,One Year,18.85
3577-AMVUX,Male,59,No,0,0,1,None,14.65,Month-to-Month,55.05
3580-GICBM,Female,56,Yes,1,7,61,None,34.84,Two Year,24.2
3580-HYCSP,Male,44,Yes,4,10,72,None,33.01,Two Year,110.3
3580-REOAC,Male,34,No,0,0,10,None,49.58,Month-to-Month,44.85
3583-EKAPL,Male,25,No,0,0,1,None,47.22,Month-to-Month,55.0
3583-KRKMD,Male,51,No,0,0,18,None,26.84,Month-to-Month,-1.0
3584-WKTTW,Male,23,Yes,0,2,51,Offer B,39.32,One Year,111.55
3585-ISXZP,Female,53,No,0,0,8,None,29.66,Month-to-Month,95.65
3585-YNADK,Female,25,Yes,0,2,57,None,6.63,One Year,74.6
3587-PMCOY,Male,37,No,0,0,10,Offer D,46.33,One Year,98.9
3588-WSTTJ,Female,78,No,0,0,35,Offer C,31.64,Month-to-Month,99.05
3589-PPVKW,Male,19,No,0,0,9,Offer E,38.65,Month-to-Month,44.4
3590-TCXTB,Male,50,No,0,0,1,None,31.97,Month-to-Month,20.35
3594-BDSOA,Female,44,Yes,0,6,24,None,35.86,One Year,20.4
3594-IVHJZ,Female,31,No,0,0,2,None,47.19,Month-to-Month,20.45
3594-UVONA,Female,27,No,0,0,35,Offer C,8.8,One Year,85.95
3597-MVHJT,Female,49,No,0,0,27,None,35.17,Month-to-Month,95.6
3597-YASZG,Female,73,Yes,0,3,70,Offer A,39.34,Two Year,104.45
3604-WLABM,Female,41,No,0,0,10,Offer D,12.96,Month-to-Month,54.25
3605-JISKB,Male,67,Yes,0,2,55,None,9.08,One Year,60.0
3606-TWKGI,Male,68,No,0,0,13,Offer D,32.68,Month-to-Month,106.9
3612-YUNGG,Male,53,Yes,1,1,64,None,13.73,Two Year,109.2
3612-YVGSJ,Female,59,Yes,0,10,71,None,33.0,Two Year,24.45
3617-XLSGQ,Female,61,Yes,2,2,66,None,20.11,Two Year,109.25
3620-EHIMZ,Female,44,Yes,2,3,52,None,9.87,Two Year,19.35
3620-MWJNE,Male,32,No,0,0,2,None,19.87,Month-to-Month,54.45
3621-CEOVK,Female,71,Yes,0,1,14,None,47.01,Month-to-Month,100.2
3623-FQBOX,Male,34,No,0,0,21,Offer D,44.01,Month-to-Month,19.95
3627-FCRDW,Female,49,No,0,0,9,None,24.52,Month-to-Month,71.0
3627-FHKBK,Female,28,No,0,0,1,None,4.13,Month-to-Month,75.3
3629-WEAAM,Female,19,No,0,0,8,None,45.04,Month-to-Month,64.1
3629-ZNKXA,Male,77,No,0,0,17,None,17.26,Two Year,101.8
3633-CDBUW,Male,25,No,1,0,17,None,45.92,One Year,80.85
3635-QQRQD,Male,19,No,0,0,62,None,33.68,Two Year,20.05
3638-DIMPH,Female,34,Yes,0,1,13,None,29.49,One Year,43.8
3638-VBZTA,Male,62,No,0,0,68,None,11.5,Two Year,86.5
3638-WEABW,Female,25,Yes,0,1,58,Offer B,48.98,Two Year,59.9
3639-XJHKQ,Female,52,No,3,0,19,Offer D,36.48,Month-to-Month,60.6
3640-JQGJG,Male,25,Yes,3,0,13,None,6.18,Month-to-Month,44.8
3640-PHQXK,Female,54,No,0,0,31,None,6.33,Month-to-Month,89.9
3642-BYHDO,Female,34,Yes,1,4,71,Offer A,12.22,Two Year,19.9
3642-GKTCT,Female,58,No,0,0,61,Offer B,5.55,One Year,115.1
3643-AHCFP,Male,74,Yes,0,1,7,None,21.91,Month-to-Month,95.6
3644-QXEHN,Male,60,Yes,1,1,13,Offer D,44.05,Month-to-Month,97.0
3645-DEYGF,Male,29,No,1,0,1,None,7.57,Month-to-Month,20.75
3646-ITDGM,Female,42,No,0,0,56,Offer B,32.88,Two Year,19.7
3647-GMGDH,Male,52,Yes,0,7,22,None,37.8,Month-to-Month,94.7
3649-JPUGY,Male,26,No,0,0,72,Offer A,44.46,Two Year,88.6
3653-NCRDJ,Male,39,Yes,1,10,43,None,14.97,One Year,19.2
3654-ARMGP,Female,60,No,0,0,61,None,19.58,Two Year,88.65
3655-SNQYZ,Female,48,Yes,0,7,69,Offer A,33.23,Two Year,113.25
3656-TKRVZ,Female,19,No,0,0,3,None,1.24,Month-to-Month,55.35
3657-COGMW,Female,76,No,0,0,52,None,11.01,Two Year,108.1
3658-KIBGF,Female,19,No,0,0,1,None,44.36,Month-to-Month,54.9
3658-QQJYD,Male,56,No,0,0,62,Offer B,38.33,One Year,74.3
3662-FXJFO,Female,44,No,0,0,54,Offer B,10.83,Two Year,20.5
3663-MITLP,Female,43,No,0,0,15,None,16.82,Month-to-Month,101.25
3668-QPYBK,Male,37,No,0,0,2,None,10.47,Month-to-Month,53.85
3669-OYSJI,Male,47,No,0,0,1,Offer E,48.58,Month-to-Month,46.2
3669-WHAFY,Female,57,Yes,0,7,71,Offer A,9.44,Two Year,115.15
3671-SHRSP,Male,46,Yes,0,1,4,Offer E,14.3,Month-to-Month,80.6
3672-YITQD,Male,71,Yes,0,1,36,Offer C,31.65,Month-to-Month,84.1
3675-EQOZA,Male,40,No,0,0,5,Offer E,42.52,Month-to-Month,20.65
3675-YDUPJ,Male,29,No,0,0,10,Offer D,1.98,Month-to-Month,19.85
3677-TNKIO,Female,27,No,0,0,14,None,36.25,Month-to-Month,71.0
3678-MNGZX,Male,45,Yes,3,1,68,Offer A,35.89,Two Year,19.95
3679-XASPY,Female,38,Yes,2,1,1,Offer E,16.44,Month-to-Month,19.45
3680-CTHUH,Male,22,No,0,0,60,None,44.24,One Year,116.6
3682-YEUWS,Male,27,Yes,1,4,10,None,4.16,Month-to-Month,24.4
3683-QKIUE,Female,51,No,0,0,6,Offer E,21.91,Month-to-Month,50.8
3685-YLCMQ,Male,34,No,0,0,58,Offer B,41.14,One Year,104.65
3688-FTHLT,Female,56,No,0,0,16,None,42.73,Month-to-Month,63.05
3692-JHONH,Female,70,Yes,0,9,52,None,27.74,One Year,106.5
3694-GLTJM,Female,62,No,0,0,5,None,41.93,Month-to-Month,19.65
3696-DFHHB,Female,50,No,0,0,68,None,9.82,Two Year,25.5
3696-XRIEN,Female,59,No,0,0,50,Offer B,21.25,One Year,82.5
3701-SFMUH,Male,63,Yes,3,6,7,Offer E,5.17,Month-to-Month,69.7
3703-KBKZP,Male,70,No,0,0,16,Offer D,22.02,Two Year,74.45
3703-TTEPD,Male,28,No,0,0,21,None,16.16,Month-to-Month,65.35
3703-VAVCL,Male,51,Yes,0,1,2,None,46.92,Month-to-Month,90.0
3705-PSNGL,Male,49,No,0,0,45,Offer B,25.4,One Year,20.4
3705-RHRFR,Female,52,Yes,0,6,69,None,45.35,Two Year,99.15
3707-GNWHM,Male,28,No,0,0,1,None,21.8,Month-to-Month,74.25
3707-LRWZD,Female,44,No,0,0,32,None,40.26,One Year,84.05
3709-OIJEA,Male,51,No,0,0,26,None,29.72,One Year,-2.0
3712-PKXZA,Male,22,Yes,0,3,61,None,19.27,One Year,20.55
3714-JTVOV,Female,76,Yes,0,1,42,Offer B,2.9,Month-to-Month,74.15
3714-NTNFO,Female,49,No,0,0,49,Offer B,27.2,Month-to-Month,84.5
3714-XPXBW,Female,43,No,0,0,37,None,42.41,Month-to-Month,78.9
3716-BDVDB,Male,62,No,0,0,1,Offer E,38.66,Month-to-Month,69.1
3716-LRGXK,Male,27,Yes,0,0,60,None,10.05,Two Year,101.15
3716-UVSPD,Male,54,No,0,0,1,None,14.97,Month-to-Month,-1.0
3717-FDJFU,Male,19,No,1,0,5,Offer E,29.15,Two Year,20.45
3717-LNXKW,Male,36,Yes,0,3,38,None,12.71,Month-to-Month,91.7
3717-OEAUQ,Male,37,No,0,0,2,Offer E,2.72,Month-to-Month,-1.0
3717-OFRTN,Male,48,No,0,0,1,Offer E,5.32,Month-to-Month,19.75
3719-TDVQB,Female,68,Yes,0,3,54,None,23.94,Two Year,18.95
3720-DBRWL,Male,20,Yes,0,5,51,Offer B,6.89,Two Year,83.85
3721-CNEYS,Female,45,No,0,0,2,None,15.33,Month-to-Month,70.95
3721-CNZHX,Male,49,No,0,0,15,None,5.54,One Year,19.8
3721-WKIIL,Female,62,No,0,0,27,None,15.41,Two Year,19.6
3722-WPXTK,Male,23,No,0,0,1,None,14.26,Month-to-Month,88.35
3723-BFBGR,Male,74,No,0,0,24,None,8.66,Two Year,54.8
3724-BSCVH,Male,37,Yes,1,0,10,Offer D,37.59,One Year,20.45
3724-UCSHY,Male,48,Yes,3,5,6,Offer E,36.54,Month-to-Month,19.55
3726-TBHQT,Male,25,Yes,1,0,71,None,25.45,Two Year,114.0
3727-JEZTU,Female,29,No,0,0,1,None,45.91,Month-to-Month,20.4
3727-OVPRY,Male,32,Yes,3,3,66,Offer A,42.84,One Year,25.7
3727-OWVYD,Male,24,No,0,0,35,None,38.38,One Year,61.2
3727-RJMEO,Male,34,Yes,0,3,6,None,8.59,Month-to-Month,82.85
3729-OWRVL,Male,80,No,0,0,65,None,44.23,Two Year,110.35
3733-LSYCE,Female,22,Yes,0,6,15,None,30.09,Month-to-Month,75.35
3733-UOCWF,Male,78,Yes,0,5,61,Offer B,46.65,One Year,85.55
3733-ZEECP,Male,29,Yes,2,3,22,None,27.91,Month-to-Month,51.1
3736-BLEPA,Male,50,No,0,0,28,Offer C,13.69,One Year,91.25
3737-GCSPV,Female,60,Yes,0,5,11,None,26.88,Month-to-Month,96.2
3737-XBQDD,Male,57,No,0,0,24,Offer C,13.13,Month-to-Month,84.85
3740-RLMVT,Male,79,Yes,0,7,67,Offer A,42.07,One Year,60.95
3744-ZBHON,Female,64,No,0,0,3,None,31.81,Month-to-Month,20.2
3744-ZRRDZ,Male,25,No,0,0,21,Offer D,12.76,Month-to-Month,82.35
3746-EUBYR,Male,63,Yes,0,1,1,Offer E,44.73,Month-to-Month,74.6
3750-CKVKH,Male,58,No,0,0,2,None,11.75,Month-to-Month,67.75
3750-RNQKR,Female,38,No,0,0,12,None,18.12,Month-to-Month,19.45
3750-YHRYO,Male,64,Yes,0,1,7,None,21.09,One Year,20.65
3752-CQSJI,Female,59,Yes,1,1,13,Offer D,16.4,Month-to-Month,20.45
3753-TSEMP,Female,21,Yes,0,1,15,None,12.27,Month-to-Month,88.15
3754-DXMRT,Male,78,No,0,0,2,None,43.66,Month-to-Month,44.15
3755-JBMNH,Male,78,Yes,0,1,16,None,45.9,Month-to-Month,71.8
3756-VNWDH,Male,66,Yes,0,6,65,None,32.08,One Year,100.75
3757-NJYBX,Male,77,Yes,0,3,32,None,7.92,Month-to-Month,106.35
3758-CKOQL,Female,20,Yes,0,7,59,Offer B,41.15,One Year,107.0
3761-FLYZI,Female,69,Yes,0,4,65,None,48.53,Two Year,108.8
3763-GCZHZ,Male,23,Yes,0,1,66,Offer A,20.07,One Year,104.05
3764-MNMOI,Male,49,No,0,0,46,Offer B,30.99,Two Year,19.2
3765-JXVKY,Female,23,No,0,0,1,Offer E,44.11,Month-to-Month,74.7
3766-EJLFL,Female,55,Yes,3,1,68,None,18.42,Two Year,109.05
3768-NLUBH,Male,73,Yes,0,1,57,Offer B,42.1,Month-to-Month,100.6
3768-VHXQO,Male,19,Yes,0,9,67,Offer A,3.28,Two Year,24.85
3769-MHZNV,Female,61,Yes,3,2,33,None,24.27,Two Year,20.1
3771-PZOBW,Male,38,No,0,0,20,Offer D,25.41,Month-to-Month,90.7
