Customer ID,Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Avg Monthly Long Distance Charges,Contract,Monthly Charge,Customer Status
1830-IPXVJ,1,44,1,2,6,61,Offer B,25.4,Two Year,19.75,0
5219-YIPTK,1,46,1,0,1,33,None,11.32,Month-to-Month,104.4,1
2654-VBVPB,1,22,0,0,0,1,None,11.83,Month-to-Month,19.9,0
9926-PJHDQ,1,45,1,0,5,72,Offer A,43.47,Two Year,76.8,0
7663-CUXZB,0,34,1,0,9,59,Offer B,14.98,Two Year,113.75,0
0380-NEAVX,0,72,0,0,0,34,None,35.0,One Year,99.85,0
3090-HAWSU,0,44,0,0,0,61,None,7.82,Two Year,111.6,1
6319-QSUSR,1,57,0,1,0,11,Offer D,44.88,Month-to-Month,19.7,0
8292-ITGYJ,1,48,1,1,7,45,Offer B,20.11,Two Year,24.65,0
5357-TZHPP,0,67,0,0,0,9,None,30.8,Month-to-Month,84.4,1
8630-FJLIB,1,35,0,0,0,18,Offer D,34.12,Month-to-Month,69.8,0
5760-IFJOZ,0,57,0,0,0,3,None,47.5,Month-to-Month,107.95,0
7876-DNYAP,1,29,1,2,7,69,Offer A,8.39,Two Year,19.8,0
6214-EDAKZ,1,32,1,1,1,22,None,5.26,Month-to-Month,55.15,1
0722-SVSFK,1,45,0,0,0,7,None,39.02,Month-to-Month,100.4,0
2843-CQMEG,0,21,0,0,0,24,Offer C,3.72,Month-to-Month,49.7,0
0111-KLBQG,0,71,1,1,9,32,Offer C,31.86,One Year,93.95,0
6176-YJWAS,0,43,1,0,1,72,Offer A,38.3,Two Year,97.95,0
2576-HXMPA,1,30,0,0,0,1,None,8.23,Month-to-Month,19.55,0
3071-VBYPO,0,38,1,2,1,3,Offer E,33.3,Month-to-Month,89.85,0
1910-FMXJM,1,59,1,0,8,36,None,49.33,Month-to-Month,80.4,0
6656-GULJQ,0,25,1,2,4,72,None,21.21,Two Year,83.55,0
1686-STUHN,0,55,0,0,0,42,None,38.74,One Year,19.8,0
6030-REHUX,1,76,1,0,6,28,Offer C,45.67,One Year,110.85,0
4884-ZTHVF,1,80,0,0,0,8,None,39.01,Month-to-Month,87.1,0
6572-ADKRS,1,19,0,0,0,46,Offer B,42.44,Month-to-Month,74.8,0
5542-NKVRU,1,24,0,0,0,42,Offer B,18.31,Two Year,20.75,0
6513-EECDB,0,75,1,0,0,1,None,36.92,Month-to-Month,73.55,1
7044-YAACC,0,70,1,0,5,4,None,6.03,Two Year,70.2,0
3213-VVOLG,0,22,1,2,3,10,None,36.37,Two Year,25.35,0
6876-ADESB,0,22,0,2,0,1,None,34.4,Month-to-Month,48.95,1
6330-JKLPC,0,42,1,0,3,11,Offer D,11.5,Month-to-Month,80.5,1
1260-TTRXI,0,64,0,0,0,4,Offer E,40.15,Month-to-Month,54.3,1
2097-YVPKN,0,56,0,0,0,65,None,4.9,Two Year,25.75,0
7569-NMZYQ,1,33,1,3,1,72,None,41.14,Two Year,118.75,0
3927-NLNRY,0,48,1,0,1,53,Offer B,15.77,One Year,94.25,1
3426-NIYYL,0,47,0,0,0,15,Offer D,3.15,Month-to-Month,51.55,1
7928-VJYAB,0,44,1,1,9,11,Offer D,38.48,Month-to-Month,90.6,0
3413-DHLPB,0,57,1,1,1,60,Offer B,2.83,Month-to-Month,103.75,0
1871-MOWRM,0,57,1,0,3,12,None,18.26,Month-to-Month,80.85,1
5027-QPKTE,0,39,1,0,1,7,Offer E,14.75,Month-to-Month,69.35,1
8012-SOUDQ,1,65,0,0,0,43,Offer B,12.58,One Year,90.25,0
9412-GHEEC,0,55,0,0,0,40,None,35.58,Month-to-Month,104.8,1
2302-OUZXB,0,62,1,0,5,72,Offer A,22.01,Two Year,82.15,0
9509-MPYOD,1,34,0,0,0,35,Offer C,35.5,One Year,20.75,0
8125-QPFJD,1,36,1,0,7,72,None,1.34,Two Year,84.9,0
6447-EGDIV,1,23,0,0,0,31,None,31.79,One Year,20.95,0
6896-SRVYQ,0,69,0,0,0,44,Offer B,47.06,One Year,73.85,0
9453-PATOS,1,24,1,0,7,72,Offer A,20.54,Two Year,85.1,0
7602-MVRMB,1,62,1,1,9,72,None,46.63,Two Year,110.45,0
3452-FLHYD,0,47,1,0,3,25,None,25.08,One Year,20.95,0
9921-QFQUL,1,33,1,0,2,23,Offer D,22.17,Month-to-Month,90.15,0
1970-KKFWL,1,38,0,0,0,35,None,6.52,Two Year,23.3,0
4958-GZWIY,0,61,1,0,1,7,None,5.13,Month-to-Month,-4.0,1
2466-NEJOJ,0,58,1,3,6,8,Offer E,26.17,Month-to-Month,19.65,0
1140-UKVZG,1,64,0,0,0,17,Offer D,9.84,Month-to-Month,24.8,0
6693-FRIRW,0,61,0,0,0,18,None,7.56,Month-to-Month,101.3,0
8219-VYBVI,0,52,0,3,0,39,None,49.95,Two Year,25.0,0
6897-UUBNU,0,39,0,0,0,29,None,12.92,Month-to-Month,89.65,0
3177-LASXD,1,43,0,0,0,1,None,40.4,Month-to-Month,71.35,1
0820-FNRNX,0,48,1,3,1,17,Offer D,29.87,Month-to-Month,66.7,0
0641-EVBOJ,0,61,0,0,0,3,None,44.97,Month-to-Month,82.3,0
7103-IPXPJ,0,44,1,0,7,50,Offer B,26.06,One Year,99.4,0
3898-GUYTS,1,71,0,0,0,45,None,12.67,Two Year,97.05,0
2968-SSGAA,1,41,0,0,0,10,None,45.21,Month-to-Month,100.6,1
4077-CROMM,1,51,1,0,4,31,None,3.73,Month-to-Month,104.2,1
5949-HGVJL,1,35,1,0,7,26,None,23.31,Month-to-Month,73.05,0
6827-IEAUQ,1,46,1,0,5,27,None,40.21,One Year,66.15,0
9504-YAZWB,1,28,0,0,0,53,None,28.46,Two Year,20.25,0
7402-PWYJJ,1,21,1,0,2,53,Offer B,42.18,One Year,91.15,0
7472-EQOAV,0,76,1,2,5,71,Offer A,30.16,One Year,86.7,0
5365-LLFYV,1,43,0,0,0,2,Offer E,5.47,Month-to-Month,45.85,0
9787-XVQIU,0,38,0,0,0,1,Offer E,39.44,Month-to-Month,75.3,1
7639-SUPCW,1,32,0,0,0,22,None,3.95,Month-to-Month,48.8,1
2955-BJZHG,0,41,1,0,1,17,None,16.61,Month-to-Month,80.85,1
3161-GETRM,0,61,1,3,10,34,Offer C,20.05,Month-to-Month,90.05,0
6196-HBOBZ,0,31,1,0,9,65,None,30.44,Two Year,99.35,0
5854-KSRBJ,0,31,1,1,10,70,Offer A,9.33,Two Year,25.4,0
3886-CERTZ,1,57,1,0,1,72,None,31.13,One Year,109.25,1
2523-EWWZL,1,26,1,0,0,27,Offer C,39.67,Month-to-Month,76.1,0
2239-CGBUZ,1,56,1,0,4,51,Offer B,47.18,One Year,60.5,0
5996-EBTKM,1,46,1,1,1,67,Offer A,14.83,Two Year,69.9,0
1345-ZUKID,0,24,0,0,0,14,Offer D,26.02,One Year,19.35,0
1702-CCFNJ,0,39,1,0,3,52,None,44.65,Month-to-Month,61.35,0
4829-ZLJTK,1,80,1,0,5,72,Offer A,15.23,Two Year,112.4,0
6551-VLJMV,0,44,1,0,6,34,Offer C,4.42,Two Year,20.05,0
9224-VTYID,0,30,1,3,10,47,Offer B,11.74,Two Year,90.5,0
4468-YDOVK,0,57,0,2,0,5,None,13.54,Month-to-Month,48.65,0
6067-NGCEU,1,50,0,0,0,65,None,41.78,Month-to-Month,-3.0,0
4231-LZUYM,1,37,1,0,4,72,None,12.58,Two Year,25.65,0
3419-SNJJD,1,78,1,0,3,65,Offer B,18.39,Month-to-Month,105.25,1
6339-YPSAH,0,54,0,0,0,9,None,1.85,Month-to-Month,73.8,0
0988-AADSA,1,40,1,2,5,72,Offer A,9.72,Two Year,80.85,0
6807-SIWJI,0,47,0,0,0,38,Offer C,4.34,One Year,104.85,0
7080-TNUWP,0,48,1,0,5,70,None,31.13,One Year,95.0,0
5989-PGKJB,1,40,0,0,0,16,Offer D,22.3,Month-to-Month,86.25,0
2379-GYFLQ,0,31,0,0,0,46,None,22.13,One Year,94.9,0
3584-WKTTW,0,23,1,0,2,51,Offer B,39.32,One Year,111.55,0
4486-EFAEB,0,56,0,0,0,13,None,46.92,Month-to-Month,20.4,0
0895-DQHEW,0,47,1,0,1,54,None,35.46,Month-to-Month,104.3,1
2153-MREFK,1,55,1,0,1,37,None,30.16,One Year,99.2,1
7905-NJMXS,0,68,1,0,2,7,None,3.19,Two Year,64.2,0
9184-GALIL,1,26,1,2,6,38,None,2.86,Month-to-Month,20.45,0
5372-FBKBN,1,38,0,2,0,21,Offer D,8.68,Month-to-Month,20.75,0
2685-SREOM,1,36,1,0,1,25,None,23.24,Month-to-Month,89.1,1
5934-TSSAU,1,51,1,3,6,23,Offer D,48.73,Month-to-Month,75.3,0
2957-JIRMN,1,69,0,0,0,62,None,19.52,One Year,84.45,0
6711-VTNRE,1,42,0,0,0,36,None,27.72,Month-to-Month,87.55,1
1009-IRMNA,1,27,0,0,0,7,Offer E,16.04,Month-to-Month,20.0,1
6288-LBEAR,1,22,0,0,0,23,None,15.18,Month-to-Month,79.1,0
4075-WKNIU,1,25,1,3,6,10,Offer E,5.59,Two Year,73.35,0
3712-PKXZA,0,22,1,0,3,61,None,19.27,One Year,20.55,0
4102-OQUPX,0,67,1,0,1,1,None,17.36,Month-to-Month,74.4,1
9174-IHETN,1,45,0,2,0,50,Offer B,36.11,Two Year,70.35,0
4566-NECEV,0,40,0,0,0,5,None,39.13,Month-to-Month,96.55,0
0141-YEAYS,1,77,0,0,0,27,None,2.97,Two Year,86.45,0
4718-WXBGI,0,21,1,1,1,72,Offer A,27.1,Two Year,91.95,0
6647-ZEDXT,1,19,0,0,0,30,None,13.16,One Year,110.45,0
3393-FMZPV,1,59,0,0,0,25,None,36.24,Month-to-Month,100.25,1
2122-SZZZD,0,60,0,0,0,44,None,18.14,One Year,19.5,0
7665-VIGUD,0,40,0,0,0,10,None,17.4,One Year,20.35,0
3055-OYMSE,1,75,0,0,0,53,None,16.74,Month-to-Month,73.8,0
0031-PVLZI,1,34,1,0,0,4,Offer E,12.43,Month-to-Month,20.35,1
1074-WVEVG,1,29,1,0,6,59,None,31.43,One Year,20.35,0
9225-BZLNZ,0,64,1,0,9,72,None,16.58,Two Year,85.25,0
8731-WBBMB,1,26,1,0,7,26,None,11.23,Month-to-Month,81.9,0
3115-CZMZD,0,24,0,0,0,10,None,13.16,Two Year,20.25,0
4174-LPGTI,1,49,1,0,1,41,None,32.02,One Year,66.5,1
1047-NNCBF,0,56,0,0,0,20,None,3.8,Month-to-Month,70.55,0
5515-IDEJJ,0,46,1,1,4,1,Offer E,45.77,Month-to-Month,19.9,1
0002-ORFBO,1,37,1,0,2,9,None,42.39,One Year,65.6,0
7279-BUYWN,1,66,0,0,0,41,None,27.95,Month-to-Month,113.2,1
4301-VVZKA,0,25,1,0,1,16,None,25.83,Month-to-Month,75.4,0
7789-HKSBS,1,79,1,0,2,42,None,35.38,One Year,105.2,0
8541-QVFKM,1,22,0,0,0,8,None,17.3,Month-to-Month,73.5,0
1343-EHPYB,0,61,1,0,2,63,None,48.95,Month-to-Month,103.4,1
6082-OQFBA,0,62,1,0,2,23,Offer D,24.88,One Year,19.65,0
8100-HZZLJ,1,26,0,1,0,43,None,5.6,Month-to-Month,63.95,0
7609-YBPXG,0,60,0,0,0,54,None,18.54,Two Year,87.1,0
0107-WESLM,0,32,0,0,0,1,Offer E,31.77,Month-to-Month,19.85,1
0388-EOPEX,1,28,1,0,1,2,None,9.79,Month-to-Month,74.4,1
8515-OCTJS,1,61,0,0,0,25,Offer C,19.75,Two Year,24.75,1
1834-ABKHQ,1,59,1,2,2,52,Offer B,10.03,One Year,50.95,0
7606-BPHHN,0,39,0,0,0,72,Offer A,30.44,Two Year,19.8,0
5423-BHIXO,1,42,0,0,0,32,None,32.02,Month-to-Month,54.2,0
5140-FOMCQ,1,52,1,0,7,59,Offer B,40.47,One Year,109.15,0
7785-RDVIG,1,53,1,2,5,3,None,10.13,Month-to-Month,19.3,0
3707-LRWZD,1,44,0,0,0,32,None,40.26,One Year,84.05,1
2277-BKJKN,1,70,1,0,6,71,None,22.0,Two Year,99.2,0
3401-URHDA,0,59,0,0,0,51,None,9.85,One Year,59.9,0
0557-ASKVU,1,43,1,0,2,18,Offer D,44.97,One Year,54.4,0
5671-RQRLP,1,72,1,0,4,70,Offer A,16.87,Two Year,75.65,0
6439-PKTRR,1,50,1,2,6,70,Offer A,4.11,Two Year,80.7,0
4431-EDMIQ,1,47,1,3,8,7,None,16.22,Month-to-Month,75.7,0
4021-RQSNY,0,75,1,0,1,29,None,25.78,Month-to-Month,98.5,1
0404-SWRVG,0,21,0,2,0,3,Offer E,14.6,Month-to-Month,74.4,1
8357-EQXFO,1,46,0,0,0,7,Offer E,48.36,Month-to-Month,95.35,1
0504-HHAPI,1,72,0,0,0,27,None,16.94,Month-to-Month,88.3,1
8039-ACLPL,1,29,1,0,6,72,Offer A,12.32,Two Year,68.75,0
9444-JTXHZ,0,53,1,0,1,1,None,35.15,Month-to-Month,76.2,1
4203-QGNZA,1,27,0,3,0,28,None,26.09,Month-to-Month,20.25,0
2903-YYTBW,0,48,1,2,1,1,None,41.1,Month-to-Month,44.55,0
0670-KDOMA,1,42,0,0,0,1,Offer E,28.18,Month-to-Month,20.25,0
0581-BXBUB,1,76,0,0,0,4,None,35.67,Two Year,72.75,0
4446-BZKHU,0,44,1,0,1,61,None,45.7,Month-to-Month,105.55,1
0774-IFUVM,0,19,1,2,7,11,None,16.71,Month-to-Month,65.15,0
6218-KNUBD,0,58,0,0,0,6,None,10.88,Month-to-Month,59.45,0
0329-GTIAJ,1,40,0,0,0,3,None,30.18,Month-to-Month,97.9,1
5678-VFNEQ,1,19,1,0,8,71,Offer A,4.39,One Year,104.1,0
5982-FPVQN,1,40,1,1,2,37,None,41.03,Month-to-Month,95.15,0
5020-ZSTTY,1,70,0,0,0,54,Offer B,12.08,One Year,82.45,1
6508-NJYRO,0,36,1,0,5,15,None,14.27,One Year,18.8,0
6171-ZTVYB,0,42,1,0,1,43,None,26.1,Month-to-Month,66.25,0
5846-QFDFI,1,21,1,1,6,33,Offer C,11.01,Month-to-Month,88.6,0
1666-JZPZT,0,61,0,0,0,27,None,2.69,Month-to-Month,49.0,0
9959-WOFKT,0,61,0,0,0,71,None,14.67,Two Year,106.7,0
0665-XHDJU,0,21,1,0,7,72,None,34.95,Two Year,99.4,0
7394-LWLYN,1,57,0,0,0,2,None,33.75,Month-to-Month,70.15,0
2103-ZRXFN,0,19,0,0,0,1,None,24.66,Month-to-Month,50.75,0
3292-PBZEJ,0,75,0,0,0,11,None,2.63,Two Year,111.4,0
2995-YWTCD,1,20,1,1,1,19,None,31.58,Two Year,24.9,0
1223-UNPKS,0,55,1,1,4,20,None,3.87,Two Year,20.05,0
9780-FKVVF,0,60,0,0,0,6,Offer E,20.11,Month-to-Month,59.15,0
7181-BQYBV,1,52,1,0,1,1,None,25.88,Month-to-Month,102.45,1
2740-TVLFN,0,42,0,0,0,1,Offer E,39.87,Month-to-Month,50.15,0
5206-HPJKM,0,64,0,0,0,17,None,33.68,Month-to-Month,55.5,0
9927-DSWDF,0,53,1,0,1,22,Offer D,49.66,Month-to-Month,104.6,0
7516-GMHUV,0,77,1,0,1,50,None,40.9,Two Year,105.05,0
3910-MRQOY,1,28,1,0,8,72,None,12.87,Two Year,19.4,0
5692-FPTAH,1,32,0,0,0,1,None,38.31,Month-to-Month,45.4,1
1450-GALXR,1,33,0,0,0,10,None,14.53,Month-to-Month,98.5,1
2882-WDTBA,0,64,1,0,4,69,Offer A,44.33,Two Year,75.75,0
5923-GXUOC,0,37,0,0,0,10,None,8.38,Month-to-Month,104.4,1
3877-JRJIP,0,50,0,0,0,1,None,22.05,Month-to-Month,59.85,1
3374-PZLXD,0,31,0,0,0,34,Offer C,36.52,Month-to-Month,19.7,0
8957-THMOA,1,40,0,3,0,50,None,18.95,Two Year,20.15,0
2387-KDZQY,0,46,0,0,0,17,None,31.6,One Year,20.1,0
6982-UQZLY,1,80,1,0,1,1,Offer E,22.86,Month-to-Month,20.85,1
4432-ADRLB,0,46,0,0,0,2,None,24.9,Month-to-Month,44.65,1
7180-PISOG,0,41,1,0,0,1,None,36.44,Month-to-Month,74.5,1
3721-CNZHX,0,49,0,0,0,15,None,5.54,One Year,19.8,0
2640-LYMOV,0,59,0,0,0,2,Offer E,9.61,Month-to-Month,19.65,0
2205-LPVGL,0,71,1,1,1,58,Offer B,18.43,One Year,89.85,0
4523-WXCEF,1,21,1,0,4,59,Offer B,9.23,Month-to-Month,101.1,1
8393-DLHGA,0,55,0,0,0,25,None,5.27,Month-to-Month,95.9,1
3570-YUEKJ,1,40,0,0,0,42,None,8.71,Month-to-Month,49.55,0
8947-YRTDV,0,42,1,3,1,32,None,43.37,One Year,94.8,0
4452-QIIEB,0,41,0,0,0,7,Offer E,30.04,Month-to-Month,43.9,0
2691-NZETQ,0,28,0,0,0,9,Offer E,49.14,Month-to-Month,85.35,1
2483-XSSMZ,1,22,0,0,0,39,None,25.33,One Year,47.85,0
8651-ENBZX,1,68,0,0,0,60,None,34.39,One Year,106.0,1
5076-YVXCM,0,55,0,0,0,51,Offer B,45.92,Month-to-Month,83.4,0
0816-TSPHQ,0,35,0,0,0,2,None,27.67,Month-to-Month,20.75,0
7243-LCGGZ,1,28,0,0,0,1,None,10.21,Month-to-Month,20.9,0
5469-NUJUR,0,58,0,0,0,19,None,19.1,Two Year,19.95,0
5377-NDTOU,1,26,1,0,3,71,Offer A,9.5,Two Year,91.05,0
5458-CQJTA,0,56,1,0,1,65,Offer B,40.47,Two Year,74.8,1
8265-HKSOW,1,35,1,2,1,72,None,17.89,Two Year,107.45,0
5515-AKOAJ,1,38,0,0,0,54,None,41.83,Month-to-Month,100.1,1
1143-NMNQJ,1,39,0,0,0,2,None,14.07,Month-to-Month,85.7,1
3777-XROBG,1,52,1,2,4,58,None,43.52,Two Year,19.55,0
1891-FZYSA,0,65,1,0,1,69,None,16.34,Month-to-Month,89.95,1
9153-BTBVV,1,61,1,0,1,71,Offer A,48.01,Two Year,25.0,0
0280-XJGEX,0,38,0,1,0,49,None,44.33,Month-to-Month,103.7,1
0207-MDKNV,1,54,0,0,0,15,None,22.39,Month-to-Month,105.1,1
3334-CTHOL,1,51,0,0,0,1,None,43.49,Month-to-Month,49.95,1
1097-FSPVW,1,42,0,0,0,42,Offer B,32.16,Month-to-Month,54.55,0
1991-VOPLL,1,45,0,0,0,9,Offer E,31.28,Month-to-Month,19.05,0
1371-OJCEK,1,25,0,0,0,48,None,13.67,One Year,24.35,0
8914-RBTSB,0,62,1,0,1,31,None,2.12,Month-to-Month,93.8,1
2256-YLYLP,0,45,1,1,4,68,None,34.13,Two Year,72.95,0
7379-FNIUJ,0,49,0,0,0,2,Offer E,22.56,Month-to-Month,100.2,0
1734-ZMNTZ,1,50,1,2,1,11,None,15.04,Two Year,25.0,0
1629-DQQVB,1,19,0,0,0,14,None,36.22,Month-to-Month,50.1,0
7872-RDDLZ,1,68,0,0,0,67,None,48.43,Month-to-Month,54.9,0
6506-EYCNH,1,27,1,3,9,28,None,15.85,Month-to-Month,19.55,0
0702-PGIBZ,0,28,0,0,0,4,Offer E,26.16,Month-to-Month,101.7,1
6595-COKXZ,1,63,0,0,0,1,Offer E,48.31,Month-to-Month,44.45,1
9415-ZNBSX,1,30,1,1,3,70,None,33.24,Two Year,89.0,0
6368-NWMCE,1,61,0,0,0,38,None,21.19,Month-to-Month,68.15,0
9846-GKXAS,1,53,0,0,0,9,Offer E,1.34,Month-to-Month,90.8,1
4612-SSVHJ,1,74,0,0,0,20,Offer D,23.18,One Year,81.45,0
6474-FVJLC,0,61,0,0,0,2,Offer E,43.47,Month-to-Month,86.0,1
0485-ZBSLN,0,52,1,2,4,65,None,36.5,Two Year,24.75,0
6734-JDTTV,0,55,1,1,5,65,Offer B,33.47,Two Year,19.85,0
7607-QKKTJ,0,25,1,2,6,45,None,33.45,One Year,95.0,0
5889-JTMUL,1,67,1,0,1,50,Offer B,31.56,Month-to-Month,95.05,1
1262-OPMFY,1,46,1,0,1,9,Offer E,31.75,Month-to-Month,75.75,1
2189-UXTKY,1,27,1,0,1,22,None,13.11,Month-to-Month,79.2,1
8417-GSODA,0,37,1,3,1,28,None,13.19,One Year,92.2,0
2575-GFSOE,1,25,1,0,1,7,Offer E,8.95,Month-to-Month,69.0,1
7343-EOBEU,0,19,1,0,9,3,Offer E,14.1,Month-to-Month,23.6,0
4505-EXZHB,1,75,0,0,0,6,Offer E,8.91,Month-to-Month,74.4,1
5348-CAGXB,0,60,0,0,0,12,Offer D,33.36,Month-to-Month,89.55,0
7771-CFQRQ,1,32,1,3,0,47,None,30.06,Two Year,63.8,0
1245-HARPS,1,46,1,0,0,14,None,14.61,Two Year,20.4,0
4488-PSYCG,0,24,0,0,0,16,Offer D,21.04,Month-to-Month,20.25,1
6308-CQRBU,1,32,1,0,7,71,None,29.78,Two Year,109.25,0
2122-YWVYA,1,44,0,0,0,18,Offer D,15.01,Month-to-Month,75.4,0
3870-MQAMG,1,21,1,0,1,54,Offer B,2.18,One Year,110.35,1
0691-JVSYA,1,24,1,0,5,53,None,40.62,One Year,94.85,1
7164-BPTUT,0,55,0,2,0,57,Offer B,9.36,Two Year,89.55,0
0386-CWRGM,1,61,1,1,9,46,None,47.5,Two Year,19.4,0
9617-UDPEU,1,50,0,0,0,22,None,35.4,One Year,19.25,0
2480-JZOSN,1,64,1,0,8,1,None,35.24,Month-to-Month,20.65,0
2889-FPWRM,0,31,1,0,1,72,None,34.87,One Year,117.8,1
9769-TSBZE,1,54,0,3,0,70,None,16.75,Two Year,66.0,0
7598-UAASY,0,19,1,0,1,2,Offer E,20.5,Month-to-Month,76.4,1
7277-KAMWT,0,23,0,0,0,13,Offer D,1.61,Two Year,20.0,0
4760-THGOT,1,33,1,0,9,43,None,49.48,Month-to-Month,94.1,0
7279-NMVJC,1,38,0,0,0,17,None,25.62,One Year,19.9,0
4707-YNOQA,1,57,1,1,6,34,None,25.69,One Year,25.6,0
6048-NJXHX,0,21,1,0,1,41,Offer B,35.46,Two Year,19.75,0
6712-OAWRH,1,79,0,0,0,26,Offer C,34.69,Month-to-Month,91.25,1
6184-DYUOB,1,28,1,0,5,3,None,41.9,Month-to-Month,19.6,0
1178-PZGAB,1,45,0,0,0,19,None,18.57,One Year,20.25,0
5385-SUIRI,0,69,1,0,0,52,None,37.6,Month-to-Month,104.2,1
6380-ARCEH,0,19,0,0,0,1,Offer E,41.1,Month-to-Month,20.2,0
8680-CGLTP,0,35,0,0,0,29,Offer C,8.0,One Year,58.75,0
4118-CEVPF,1,74,0,0,0,35,None,32.92,One Year,110.8,0
1112-CUNAO,1,67,0,0,0,15,Offer D,4.28,Month-to-Month,89.85,1
2172-EJXVF,1,65,0,0,0,71,None,25.61,One Year,105.9,0
8232-CTLKO,1,58,1,2,9,66,Offer A,8.39,Two Year,59.75,0
3007-FDPEA,1,28,0,0,0,2,None,13.89,Month-to-Month,20.7,0
0722-TROQR,1,68,0,0,0,4,None,26.23,Month-to-Month,74.9,1
9912-GVSEQ,1,73,1,0,1,26,Offer C,9.28,Month-to-Month,93.85,1
8439-LTUGF,0,51,0,0,0,10,Offer D,19.1,Month-to-Month,20.0,0
1641-BYBTK,0,38,0,2,0,6,None,16.91,Month-to-Month,20.2,0
8910-LEDAG,0,72,1,0,2,34,None,12.98,Two Year,71.55,0
8375-DKEBR,1,72,0,0,0,1,Offer E,34.51,Month-to-Month,69.6,1
6425-JWTDV,0,43,1,0,5,48,Offer B,15.95,Two Year,19.25,0
2842-JTCCU,0,27,0,0,0,2,Offer E,29.69,Month-to-Month,46.05,1
0835-DUUIQ,1,55,0,0,0,24,None,47.31,One Year,21.05,0
4283-IVYCI,0,40,0,0,0,9,Offer E,27.53,Month-to-Month,64.95,0
8884-FEEWR,0,22,0,0,0,35,Offer C,42.02,One Year,20.6,0
7551-DACSP,0,49,1,1,1,6,Offer E,1.86,Month-to-Month,55.3,1
1760-CAZHT,0,55,0,3,0,25,None,3.07,Month-to-Month,20.8,0
3865-QBWSJ,0,76,0,2,0,38,None,45.13,Two Year,80.45,0
6379-RXJRQ,0,42,1,0,1,10,None,22.03,Month-to-Month,70.1,1
2418-TPEUN,1,58,1,1,2,56,Offer B,48.56,Two Year,19.8,0
6784-XYJAE,1,38,0,0,0,36,None,46.92,One Year,55.8,0
6711-FLDFB,1,62,0,0,0,7,Offer E,46.79,Month-to-Month,74.9,1
4154-AQUGT,0,76,1,0,1,13,Offer D,1.47,Month-to-Month,89.05,1
9818-XQCUV,1,52,0,0,0,2,None,25.92,Month-to-Month,20.35,0
3943-KDREE,1,48,0,0,0,26,None,17.53,Month-to-Month,74.95,1
7089-RKVSZ,0,43,1,0,6,8,None,23.18,One Year,24.4,0
0112-QAWRZ,0,49,1,2,8,16,Offer D,48.71,Month-to-Month,90.8,0
6815-ABQFQ,0,53,1,0,1,56,None,14.43,One Year,107.25,0
0562-HKHML,0,39,1,1,9,71,Offer A,18.99,Two Year,23.9,0
8812-ZRHFP,1,53,1,3,0,30,Offer C,48.43,One Year,86.45,0
1866-RZZQS,0,77,0,0,0,41,Offer B,42.06,Month-to-Month,98.4,1
3424-NMNBO,0,78,1,0,1,58,None,49.38,One Year,108.85,1
2481-SBOYW,1,62,0,1,0,61,Offer B,32.05,Two Year,25.0,0
2252-JHJGE,0,24,0,0,0,61,Offer B,45.69,One Year,104.0,0
9489-DEDVP,1,52,1,0,8,70,None,29.38,Two Year,69.2,0
5138-WVKYJ,0,51,0,0,0,10,Offer D,27.57,Month-to-Month,98.55,1
2243-FNMMI,0,20,0,0,0,20,Offer D,31.02,Month-to-Month,19.4,0
9117-SHLZX,0,36,0,0,0,1,None,10.41,Month-to-Month,45.7,1
8717-VCTXJ,0,32,0,0,0,42,None,48.41,One Year,19.55,0
0177-PXBAT,0,78,1,0,7,33,None,25.15,One Year,109.9,0
2371-JUNGC,0,46,0,0,0,11,Offer D,28.62,Month-to-Month,20.25,0
7483-IQWIB,0,33,1,1,1,37,Offer C,38.89,Month-to-Month,92.95,0
1154-HYWWO,0,55,0,0,0,38,Offer C,42.24,One Year,70.6,0
7242-EDTYC,0,48,0,2,0,44,Offer B,14.37,Two Year,19.55,0
8374-XGEJJ,0,68,1,0,8,43,Offer B,31.25,Month-to-Month,101.0,1
9614-RMGHA,0,29,1,0,0,65,None,36.75,Month-to-Month,91.85,1
6221-AVQYL,0,37,0,0,0,2,None,2.96,Month-to-Month,73.25,1
3063-QFSZL,1,37,0,0,0,1,Offer E,13.01,Month-to-Month,55.4,1
9054-FOWNV,0,53,1,3,1,22,Offer D,11.39,Month-to-Month,88.75,0
3565-UNOCC,1,65,1,0,1,29,None,22.33,Month-to-Month,99.05,1
3500-RMZLT,1,76,0,0,0,15,None,19.11,Month-to-Month,96.3,1
3935-TBRZZ,0,54,1,0,10,44,Offer B,15.33,One Year,25.7,0
3316-UWXUY,0,64,0,0,0,50,Offer B,40.83,Month-to-Month,93.5,0
6175-IRFIT,0,32,0,0,0,5,None,32.91,Month-to-Month,78.75,0
8690-UPCZI,0,26,1,2,5,29,Offer C,36.7,One Year,69.05,0
9337-SRRNI,0,64,0,3,0,66,Offer A,23.81,Two Year,25.3,0
4549-ZDQYY,1,35,0,0,0,52,None,33.84,One Year,57.95,0
8173-RXAYP,1,51,1,1,8,24,None,30.41,Two Year,19.7,0
7730-IUTDZ,0,63,0,0,0,43,None,34.0,Month-to-Month,75.2,1
6376-GAHQE,0,48,0,0,0,4,Offer E,42.8,Month-to-Month,77.85,1
4597-ELFTS,0,57,0,0,0,56,None,2.58,One Year,24.9,1
